Sub-Daily Data Between Two Dates,,,,,,,,,,,,,,,,,
JEWETT FLD AP (MI),,,,,,,,,,,,,,,,,
54822,,,,,,,,,,,,,,,,,
Lat/Lon/Elev: 42.5658/-84.4331/922 ft,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F)
12/6/2021,22:15,25,82,20,11,290,21,1200,1900,3700,4,984.8,M,1018.3,m,14,NC
12/6/2021,22:35,24,85,20,16,290,20,900,1700,3100,2,984.8,M,1018.3,m,11,NC
12/6/2021,22:55,23,83,19,13,300,17,900,1900,2700,4,985.2,M,1018.6,m,11,NC
12/6/2021,23:15,22,85,18,7,300,m,2000,2700,5500,4,985.2,M,1018.6,m,13,NC
12/6/2021,23:35,22,83,18,7,280,m,1600,2000,3400,7,985.8,M,1019.3,m,13,NC
12/6/2021,23:55,22,81,17,10,280,m,1500,2100,5500,7,986.1,M,1019.6,m,11,NC
12/7/2021,0:15,22,76,16,9,280,m,1700,2500,5000,10,986.5,M,1020,m,12,NC
12/7/2021,0:35,22,78,16,7,300,m,1700,2300,m,10,986.8,M,1020.3,m,13,NC
12/7/2021,0:55,21,77,15,8,300,m,1700,2300,4800,10,987.1,M,1020.7,m,11,NC
12/7/2021,1:15,20,76,14,7,290,m,2600,3000,4800,10,987.1,M,1020.7,m,11,NC
12/7/2021,1:35,20,77,14,8,290,m,2400,3100,4800,10,987.1,M,1020.7,m,10,NC
12/7/2021,1:55,19,77,13,7,300,m,2100,2800,4700,10,987.5,M,1021,m,10,NC
12/7/2021,2:15,18,77,13,7,280,m,4500,m,m,10,987.8,M,1021.3,m,9,NC
12/7/2021,2:35,18,79,13,6,280,m,4100,m,m,10,987.8,M,1021.3,m,10,NC
12/7/2021,2:55,19,77,13,7,270,m,3900,m,m,10,988.5,M,1022,m,10,NC
12/7/2021,3:15,19,74,13,11,290,m,3700,m,m,10,988.1,M,1021.7,m,7,NC
12/7/2021,3:35,19,72,12,9,280,m,3700,m,m,10,988.5,M,1022,m,8,NC
12/7/2021,3:55,19,72,12,10,280,m,3700,m,m,10,988.8,M,1022.4,m,8,NC
12/7/2021,4:15,19,75,13,8,280,m,3700,m,m,10,988.8,M,1022.4,m,9,NC
12/7/2021,4:35,19,73,12,11,280,m,3700,m,m,10,988.8,M,1022.4,m,7,NC
12/7/2021,4:55,19,70,11,9,290,m,3500,m,m,10,988.8,M,1022.4,m,8,NC
12/7/2021,5:15,18,67,10,11,290,m,3300,m,m,10,988.8,M,1022.4,m,6,NC
12/7/2021,5:35,18,70,10,8,290,m,3500,m,m,10,988.5,M,1022,m,8,NC
12/7/2021,5:55,18,72,10,8,290,m,3300,m,m,10,988.5,M,1022,m,8,NC
12/7/2021,6:15,18,72,10,7,280,m,3100,m,m,10,988.5,M,1022,m,9,NC
12/7/2021,6:35,18,66,8,10,310,m,3100,m,m,10,988.8,M,1022.4,m,6,NC
12/7/2021,6:55,18,64,8,10,290,m,3100,m,m,10,989.4,M,1023,m,6,NC
12/7/2021,7:15,18,66,9,7,300,m,3100,m,m,10,989.4,M,1023,m,9,NC
12/7/2021,7:35,18,66,9,8,290,m,3300,m,m,10,989.4,M,1023,m,8,NC
12/7/2021,7:55,18,68,9,6,290,m,3300,m,m,10,989.4,M,1023,m,10,NC
12/7/2021,8:15,17,72,10,6,270,m,3300,m,m,10,989.4,M,1023,m,8,NC
12/7/2021,8:35,17,75,11,6,270,m,3300,m,m,10,989.4,M,1023,m,8,NC
12/7/2021,8:55,18,76,11,6,270,m,M,m,m,10,989.4,M,1023,m,10,NC
12/7/2021,9:15,18,75,11,6,290,m,12000,m,m,10,989.8,M,1023.4,m,10,NC
12/7/2021,9:35,18,76,12,3,270,m,12000,m,m,10,989.8,M,1023.4,m,NC,NC
12/7/2021,9:55,18,75,12,0,0,m,11000,m,m,10,989.8,M,1023.4,m,NC,NC
12/7/2021,10:15,19,74,12,0,0,m,1700,11000,m,10,989.8,M,1023.4,m,NC,NC
12/7/2021,10:35,19,73,12,3,250,m,1700,12000,m,10,990.1,M,1023.7,m,NC,NC
12/7/2021,10:55,19,71,11,0,0,m,12000,m,m,10,990.4,M,1024,m,NC,NC
12/7/2021,11:15,19,70,11,3,240,m,2000,2500,11000,10,990.4,M,1024,m,NC,NC
12/7/2021,11:35,20,69,11,6,260,m,2000,10000,m,10,990.1,M,1023.7,m,12,NC
12/7/2021,11:55,21,67,11,9,270,m,2400,10000,m,10,990.1,M,1023.7,m,11,NC
12/7/2021,12:15,21,66,11,5,240,m,2600,9000,m,10,989.4,M,1023,m,14,NC
12/7/2021,12:35,20,69,12,3,260,m,2400,11000,m,10,989.8,M,1023.4,m,NC,NC
12/7/2021,12:55,21,68,12,7,260,m,2400,2900,m,10,989.4,M,1023,m,12,NC
12/7/2021,13:15,21,67,12,6,270,m,2500,3000,8500,10,989.1,M,1022.7,m,13,NC
12/7/2021,13:35,21,67,12,7,270,m,2800,8500,m,10,989.1,M,1022.7,m,12,NC
12/7/2021,13:55,22,66,12,5,240,m,3000,m,m,10,988.8,M,1022.4,m,15,NC
12/7/2021,14:15,22,65,12,5,240,m,2500,3000,m,10,988.5,M,1022,m,15,NC
12/7/2021,14:35,22,66,13,3,240,m,2500,3000,10000,10,988.8,M,1022.4,m,NC,NC
12/7/2021,14:55,22,67,13,3,260,m,2500,3100,m,10,988.5,M,1022,m,NC,NC
12/7/2021,15:15,22,66,12,3,240,m,2700,7500,m,10,988.1,M,1021.7,m,NC,NC
12/7/2021,15:35,22,65,12,3,230,m,2900,7500,12000,10,987.8,M,1021.3,m,NC,NC
12/7/2021,15:55,22,66,12,0,0,m,M,m,m,10,987.8,M,1021.3,m,NC,NC
12/7/2021,16:15,22,67,13,0,0,m,2600,m,m,10,987.8,M,1021.3,m,NC,NC
12/7/2021,16:35,21,65,11,0,0,m,2600,m,m,10,987.8,M,1021.3,m,NC,NC
12/7/2021,16:55,21,66,12,0,0,m,2600,m,m,10,987.8,M,1021.3,m,NC,NC
12/7/2021,17:15,21,68,12,0,0,m,M,m,m,10,987.5,M,1021,m,NC,NC
12/7/2021,17:35,21,71,13,0,0,m,M,m,m,10,987.1,M,1020.7,m,NC,NC
12/7/2021,17:55,20,69,12,0,0,m,M,m,m,10,987.5,M,1021,m,NC,NC
12/7/2021,18:15,19,78,13,0,0,m,M,m,m,10,987.1,M,1020.7,m,NC,NC
12/7/2021,18:35,18,82,14,0,0,m,12000,m,m,10,987.1,M,1020.7,m,NC,NC
12/7/2021,18:55,20,76,14,0,0,m,12000,m,m,10,987.1,M,1020.7,m,NC,NC
12/7/2021,19:15,20,75,13,0,0,m,12000,m,m,10,987.1,M,1020.7,m,NC,NC
12/7/2021,19:35,20,76,14,0,0,m,9500,11000,m,10,987.1,M,1020.7,m,NC,NC
12/7/2021,19:55,20,79,14,3,170,m,9500,m,m,10,986.8,M,1020.3,m,NC,NC
12/7/2021,20:15,20,77,14,0,0,m,7000,8500,m,10,986.5,M,1020,m,NC,NC
12/7/2021,20:35,20,76,14,3,170,m,6500,8000,11000,10,986.1,M,1019.6,m,NC,NC
12/7/2021,20:55,20,77,14,5,160,m,7000,11000,m,10,986.1,M,1019.6,m,13,NC
12/7/2021,21:15,21,75,14,0,0,m,11000,m,m,10,985.5,M,1019,m,NC,NC
12/7/2021,21:35,21,73,14,0,0,m,11000,m,m,10,985.5,M,1019,m,NC,NC
12/7/2021,21:55,21,73,14,0,0,m,11000,m,m,10,985.5,M,1019,m,NC,NC
12/7/2021,22:15,21,74,14,0,0,m,12000,m,m,10,985.2,M,1018.6,m,NC,NC
12/7/2021,22:35,21,75,15,0,0,m,11000,m,m,10,984.8,M,1018.3,m,NC,NC
12/7/2021,22:55,21,75,15,3,150,m,7500,9000,m,10,984.5,M,1017.9,m,NC,NC
12/7/2021,23:15,21,74,14,0,0,m,6500,7500,8000,10,984.5,M,1017.9,m,NC,NC
12/7/2021,23:35,22,75,15,0,0,m,5500,m,m,10,984.5,M,1017.9,m,NC,NC
12/7/2021,23:55,22,73,15,0,0,m,5000,5500,m,10,984.5,M,1017.9,m,NC,NC
12/8/2021,0:15,22,72,14,3,180,m,4500,5000,m,10,984.2,M,1017.6,m,NC,NC
12/8/2021,0:35,22,70,14,0,0,m,4300,m,m,10,984.2,M,1017.6,m,NC,NC
12/8/2021,0:55,22,70,14,0,0,m,4300,5500,7000,10,983.5,M,1016.9,m,NC,NC
12/8/2021,1:15,22,69,13,0,0,m,4300,5500,7500,10,983.2,M,1016.6,m,NC,NC
12/8/2021,1:35,22,68,13,0,0,m,4100,4700,7000,10,983.2,M,1016.6,m,NC,NC
12/8/2021,1:55,22,69,13,3,180,m,3800,m,m,10,982.8,M,1016.3,m,NC,NC
12/8/2021,2:15,22,68,13,5,180,m,3400,m,m,10,982.5,M,1015.9,m,15,NC
12/8/2021,2:35,22,71,14,0,0,m,2300,3200,m,5,982.8,M,1016.3,m,NC,NC
12/8/2021,2:55,21,79,16,5,170,m,1600,m,m,2,982.5,M,1015.9,m,14,NC
12/8/2021,3:15,21,79,16,0,0,m,1600,2300,2700,4,982.8,M,1016.3,m,NC,NC
12/8/2021,3:35,21,79,16,0,0,m,1600,2700,m,2,982.5,M,1015.9,m,NC,NC
12/8/2021,3:55,21,83,17,7,160,m,1800,m,m,3,981.9,M,1015.2,m,12,NC
12/8/2021,4:15,21,84,17,7,170,m,1800,2200,5000,3,981.9,M,1015.2,m,12,NC
12/8/2021,4:35,21,85,17,10,170,m,2200,3200,6500,10,981.2,M,1014.6,m,10,NC
12/8/2021,4:55,21,83,17,8,160,m,6500,m,m,10,981.2,M,1014.6,m,11,NC
12/8/2021,5:15,21,84,17,9,170,m,6500,m,m,10,981.2,M,1014.6,m,11,NC
12/8/2021,5:35,21,83,17,6,170,m,6500,m,m,10,981.2,M,1014.6,m,13,NC
12/8/2021,5:55,21,81,16,7,180,m,6500,m,m,10,980.9,M,1014.2,m,12,NC
12/8/2021,6:15,21,81,16,7,170,m,6500,m,m,10,980.5,M,1013.9,m,12,NC
12/8/2021,6:35,21,79,16,5,170,m,5500,m,m,10,980.9,M,1014.2,m,14,NC
12/8/2021,6:55,21,78,15,6,170,m,5500,7000,m,10,980.5,M,1013.9,m,13,NC
12/8/2021,7:15,22,73,15,0,0,m,7000,m,m,10,980.5,M,1013.9,m,NC,NC
12/8/2021,7:35,22,73,15,0,0,m,6000,m,m,10,980.5,M,1013.9,m,NC,NC
12/8/2021,7:55,22,73,15,0,0,m,6000,m,m,10,980.5,M,1013.9,m,NC,NC
12/8/2021,8:15,22,73,15,0,0,m,6000,7500,m,10,980.5,M,1013.9,m,NC,NC
12/8/2021,8:35,22,75,16,3,170,m,6500,m,m,10,980.2,M,1013.5,m,NC,NC
12/8/2021,8:55,22,75,16,5,170,m,5500,8000,m,10,980.2,M,1013.5,m,15,NC
12/8/2021,9:15,22,75,16,3,180,m,5500,8000,m,10,979.9,M,1013.2,m,NC,NC
12/8/2021,9:35,23,72,16,3,180,m,9000,m,m,10,979.9,M,1013.2,m,NC,NC
12/8/2021,9:55,24,70,15,3,200,m,9000,m,m,10,980.2,M,1013.5,m,NC,NC
12/8/2021,10:15,24,67,15,0,0,m,9000,m,m,10,980.2,M,1013.5,m,NC,NC
12/8/2021,10:35,25,67,16,0,0,m,9000,m,m,10,980.2,M,1013.5,m,NC,NC
12/8/2021,10:55,26,66,16,0,0,m,9000,m,m,10,980.2,M,1013.5,m,NC,NC
12/8/2021,11:15,26,67,17,6,230,m,5000,7500,9000,10,979.9,M,1013.2,m,19,NC
12/8/2021,11:35,27,67,17,0,0,m,7000,9000,m,10,979.6,M,1012.9,m,NC,NC
12/8/2021,11:55,27,67,17,5,240,m,5000,7000,9000,10,979.6,M,1012.9,m,21,NC
12/8/2021,12:15,27,67,18,0,0,m,6000,7000,9000,10,979.6,M,1012.9,m,NC,NC
12/8/2021,12:35,27,68,18,3,210,m,4500,7000,9000,10,979.2,M,1012.5,m,NC,NC
12/8/2021,12:55,28,70,20,5,270,m,2800,5000,8000,7,979.6,M,1012.9,m,22,NC
12/8/2021,13:15,29,70,20,6,270,m,2900,3500,4700,7,979.6,M,1012.9,m,23,NC
12/8/2021,13:35,28,78,22,3,230,m,1600,2100,2900,1,979.6,M,1012.9,m,NC,NC
12/8/2021,13:55,28,81,24,3,240,m,1300,1800,2900,2,979.6,M,1012.9,m,NC,NC
12/8/2021,14:15,29,83,24,7,270,m,1300,m,m,1,979.9,M,1013.2,m,22,NC
12/8/2021,14:35,28,84,24,6,280,m,1300,2100,m,2,980.2,M,1013.5,m,21,NC
12/8/2021,14:55,28,85,25,3,270,m,1800,m,m,3,980.2,M,1013.5,m,NC,NC
12/8/2021,15:15,28,84,24,5,260,m,1600,2300,m,5,980.5,M,1013.9,m,22,NC
12/8/2021,15:35,28,84,24,3,250,m,1400,2300,m,10,980.5,M,1013.9,m,NC,NC
12/8/2021,15:55,28,83,24,5,250,m,1400,m,m,10,980.9,M,1014.2,m,22,NC
12/8/2021,16:15,28,83,24,5,250,m,1200,m,m,10,981.5,M,1014.9,m,22,NC
12/8/2021,16:35,28,83,24,3,250,m,1200,m,m,10,981.5,M,1014.9,m,NC,NC
12/8/2021,16:55,28,83,24,3,250,m,1200,m,m,10,981.5,M,1014.9,m,NC,NC
12/8/2021,17:15,28,83,24,5,270,m,1200,m,m,10,981.5,M,1014.9,m,22,NC
12/8/2021,17:35,28,83,24,3,260,m,1200,m,m,10,981.9,M,1015.2,m,NC,NC
12/8/2021,17:55,28,84,24,6,290,m,1200,m,m,10,982.5,M,1015.9,m,21,NC
12/8/2021,18:15,28,84,24,6,290,m,1200,m,m,10,982.8,M,1016.3,m,21,NC
12/8/2021,18:35,28,84,24,5,280,m,1200,m,m,10,983.5,M,1016.9,m,22,NC
12/8/2021,18:55,28,84,24,3,290,m,1200,m,m,10,983.5,M,1016.9,m,NC,NC
12/8/2021,19:15,28,84,24,6,290,m,1400,m,m,10,983.8,M,1017.3,m,21,NC
12/8/2021,19:35,28,84,24,5,300,m,1400,m,m,10,984.2,M,1017.6,m,22,NC
12/8/2021,19:55,28,84,24,6,290,m,1600,m,m,10,984.5,M,1017.9,m,21,NC
12/8/2021,20:15,28,84,24,3,360,m,1300,1900,m,10,984.5,M,1017.9,m,NC,NC
12/8/2021,20:35,28,83,24,0,0,m,1300,1900,3900,10,984.2,M,1017.6,m,NC,NC
12/8/2021,20:55,27,86,23,0,0,m,1900,3900,m,10,983.5,M,1016.9,m,NC,NC
12/8/2021,21:15,27,85,23,0,0,m,3900,m,m,10,984.2,M,1017.6,m,NC,NC
12/8/2021,21:35,26,86,22,3,50,m,3900,m,m,10,983.8,M,1017.3,m,NC,NC
12/8/2021,21:55,25,86,21,0,0,m,M,m,m,10,983.5,M,1016.9,m,NC,NC
12/8/2021,22:15,26,85,22,0,0,m,M,m,m,10,983.8,M,1017.3,m,NC,NC
12/8/2021,22:35,25,88,22,0,0,m,M,m,m,10,983.8,M,1017.3,m,NC,NC
12/8/2021,22:55,24,88,22,0,0,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
12/8/2021,23:15,26,86,22,0,0,m,M,m,m,10,984.8,M,1018.3,m,NC,NC
12/8/2021,23:35,26,90,23,0,0,m,M,m,m,10,985.2,M,1018.6,m,NC,NC
12/8/2021,23:55,26,90,23,0,0,m,12000,m,m,10,984.8,M,1018.3,m,NC,NC
12/9/2021,0:15,26,88,23,0,0,m,2600,12000,m,10,984.8,M,1018.3,m,NC,NC
12/9/2021,0:35,25,89,22,0,0,m,2600,12000,m,10,984.8,M,1018.3,m,NC,NC
12/9/2021,0:55,25,88,22,0,0,m,2600,12000,m,10,984.8,M,1018.3,m,NC,NC
12/9/2021,1:15,24,91,22,0,0,m,2400,m,m,7,984.8,M,1018.3,m,NC,NC
12/9/2021,1:35,24,92,22,0,0,m,12000,m,m,7,985.2,M,1018.6,m,NC,NC
12/9/2021,1:55,25,89,22,0,0,m,12000,m,m,7,984.8,M,1018.3,m,NC,NC
12/9/2021,2:15,26,88,23,0,0,m,12000,m,m,10,985.2,M,1018.6,m,NC,NC
12/9/2021,2:35,26,87,22,0,0,m,11000,m,m,10,984.8,M,1018.3,m,NC,NC
12/9/2021,2:55,26,83,21,0,0,m,12000,m,m,10,985.2,M,1018.6,m,NC,NC
12/9/2021,3:15,26,83,21,0,0,m,12000,m,m,10,984.8,M,1018.3,m,NC,NC
12/9/2021,3:35,26,84,22,3,120,m,12000,m,m,10,984.5,M,1017.9,m,NC,NC
12/9/2021,3:55,26,81,21,0,0,m,11000,m,m,10,984.5,M,1017.9,m,NC,NC
12/9/2021,4:15,26,79,20,0,0,m,10000,m,m,10,984.5,M,1017.9,m,NC,NC
12/9/2021,4:35,26,79,21,0,0,m,10000,m,m,10,984.5,M,1017.9,m,NC,NC
12/9/2021,4:55,26,78,20,3,120,m,M,m,m,10,984.5,M,1017.9,m,NC,NC
12/9/2021,5:15,26,79,21,5,120,m,M,m,m,10,984.2,M,1017.6,m,20,NC
12/9/2021,5:35,26,79,21,5,130,m,2200,m,m,10,984.5,M,1017.9,m,20,NC
12/9/2021,5:55,26,81,22,5,130,m,2200,m,m,10,984.5,M,1017.9,m,20,NC
12/9/2021,6:15,26,82,22,7,130,m,M,m,m,10,984.2,M,1017.6,m,18,NC
12/9/2021,6:35,26,83,22,7,130,m,M,m,m,10,984.2,M,1017.6,m,18,NC
12/9/2021,6:55,26,84,22,6,120,m,M,m,m,10,983.8,M,1017.3,m,19,NC
12/9/2021,7:15,26,86,23,5,140,m,M,m,m,7,983.8,M,1017.3,m,20,NC
12/9/2021,7:35,26,86,23,6,130,m,M,m,m,7,984.2,M,1017.6,m,19,NC
12/9/2021,7:55,26,87,23,3,120,m,M,m,m,7,983.8,M,1017.3,m,NC,NC
12/9/2021,8:15,26,88,23,7,140,m,M,m,m,7,984.5,M,1017.9,m,18,NC
12/9/2021,8:35,27,88,24,7,150,m,M,m,m,7,984.5,M,1017.9,m,19,NC
12/9/2021,8:55,27,87,24,7,140,m,M,m,m,7,983.8,M,1017.3,m,19,NC
12/9/2021,9:15,28,85,24,8,140,m,M,m,m,7,983.8,M,1017.3,m,20,NC
12/9/2021,9:35,28,81,23,9,130,m,M,m,m,7,983.5,M,1016.9,m,19,NC
12/9/2021,9:55,28,79,23,9,140,m,M,m,m,10,983.2,M,1016.6,m,19,NC
12/9/2021,10:15,29,76,22,10,130,m,M,m,m,10,982.2,M,1015.6,m,20,NC
12/9/2021,10:35,29,75,23,11,140,m,M,m,m,10,981.5,M,1014.9,m,19,NC
12/9/2021,10:55,30,72,22,13,150,20,M,m,m,10,982.2,M,1015.6,m,20,NC
12/9/2021,11:15,31,72,23,11,150,m,12000,m,m,10,982.2,M,1015.6,m,22,NC
12/9/2021,11:35,31,71,23,11,150,17,11000,m,m,10,981.9,M,1015.2,m,22,NC
12/9/2021,11:55,31,71,23,11,130,18,10000,11000,m,10,981.5,M,1014.9,m,22,NC
12/9/2021,12:15,32,69,23,13,140,18,7500,9000,m,10,980.5,M,1013.9,m,22,NC
12/9/2021,12:35,32,69,23,16,130,21,7000,9000,m,10,979.9,M,1013.2,m,21,NC
12/9/2021,12:55,32,70,23,10,130,20,7000,8000,m,10,979.6,M,1012.9,m,24,NC
12/9/2021,13:15,32,70,23,10,130,20,6000,7000,m,10,978.9,M,1012.2,m,24,NC
12/9/2021,13:35,32,70,24,10,130,16,6000,6500,m,10,978.2,M,1011.5,m,24,NC
12/9/2021,13:55,32,71,24,10,130,17,5000,6500,m,10,977.2,M,1010.5,m,24,NC
12/9/2021,14:15,32,70,24,13,110,20,6500,m,m,10,976.3,M,1009.5,m,22,NC
12/9/2021,14:35,32,69,24,15,120,25,6500,8000,m,10,975.3,M,1008.5,m,22,NC
12/9/2021,14:55,33,67,23,15,130,23,8500,m,m,10,974.3,M,1007.5,m,23,NC
12/9/2021,15:15,33,68,24,13,130,m,7500,8500,m,10,974,M,1007.1,m,24,NC
12/9/2021,15:35,33,67,24,14,130,24,7500,8500,m,10,973.6,M,1006.8,m,23,NC
12/9/2021,15:55,34,68,24,14,130,18,6000,7000,m,10,974.3,M,1007.5,m,25,NC
12/9/2021,16:15,34,70,25,11,130,18,6000,m,m,10,974.6,M,1007.8,m,26,NC
12/9/2021,16:35,34,70,25,11,150,m,5000,m,m,10,974.9,M,1008.1,m,26,NC
12/9/2021,16:55,34,71,26,11,140,m,4800,m,m,10,974.6,M,1007.8,m,26,NC
12/9/2021,17:15,34,73,26,13,140,m,4400,m,m,10,974.6,M,1007.8,m,25,NC
12/9/2021,17:35,34,74,27,13,150,20,4000,m,m,10,974.9,M,1008.1,m,25,NC
12/9/2021,17:55,34,75,27,15,150,20,4000,m,m,10,974.9,M,1008.1,m,24,NC
12/9/2021,18:15,34,76,28,15,150,m,4000,m,m,10,974.6,M,1007.8,m,24,NC
12/9/2021,18:35,34,75,27,3,200,m,3800,m,m,10,974.6,M,1007.8,m,NC,NC
12/9/2021,18:55,35,74,27,11,150,m,3600,m,m,10,974.6,M,1007.8,m,27,NC
12/9/2021,19:15,35,73,27,5,240,m,3600,m,m,10,975.3,M,1008.5,m,31,NC
12/9/2021,19:35,35,75,28,11,170,m,3600,m,m,10,974.6,M,1007.8,m,27,NC
12/9/2021,19:55,35,76,28,10,160,m,3400,m,m,10,974.6,M,1007.8,m,27,NC
12/9/2021,20:15,35,75,28,10,160,m,3400,m,m,10,974.6,M,1007.8,m,27,NC
12/9/2021,20:35,35,75,28,8,150,m,3200,m,m,10,974.6,M,1007.8,m,28,NC
12/9/2021,20:55,35,75,28,9,170,m,3400,m,m,10,974.6,M,1007.8,m,28,NC
12/9/2021,21:15,35,76,29,7,180,m,3400,m,m,10,974.6,M,1007.8,m,29,NC
12/9/2021,21:35,35,76,29,3,190,m,3600,m,m,10,974.6,M,1007.8,m,NC,NC
12/9/2021,21:55,35,78,29,6,180,m,3600,m,m,10,974.6,M,1007.8,m,30,NC
12/9/2021,22:15,35,78,29,0,0,m,3600,5000,m,10,974.6,M,1007.8,m,NC,NC
12/9/2021,22:35,35,79,29,0,0,m,5000,m,m,10,974.6,M,1007.8,m,NC,NC
12/9/2021,22:55,35,78,29,3,200,m,4600,m,m,10,974.9,M,1008.1,m,NC,NC
12/9/2021,23:15,35,81,30,0,0,m,4400,m,m,10,975.3,M,1008.5,m,NC,NC
12/9/2021,23:35,36,79,30,0,0,m,4200,m,m,10,975.6,M,1008.8,m,NC,NC
12/9/2021,23:55,36,78,31,0,0,m,4000,m,m,10,975.3,M,1008.5,m,NC,NC
12/10/2021,0:15,38,77,31,0,0,m,3800,m,m,10,975.3,M,1008.5,m,NC,NC
12/10/2021,0:35,39,75,32,0,0,m,3800,m,m,10,975.6,M,1008.8,m,NC,NC
12/10/2021,0:55,39,76,32,0,0,m,4000,m,m,10,975.6,M,1008.8,m,NC,NC
12/10/2021,1:15,37,80,32,0,0,m,4000,m,m,10,975.9,M,1009.1,m,NC,NC
12/10/2021,1:35,35,87,32,3,200,m,M,m,m,10,975.9,M,1009.1,m,NC,NC
12/10/2021,1:55,37,82,32,0,0,m,M,m,m,10,975.9,M,1009.1,m,NC,NC
12/10/2021,2:15,36,83,32,0,0,m,M,m,m,10,976.3,M,1009.5,m,NC,NC
12/10/2021,2:35,37,81,32,3,240,m,M,m,m,10,976.6,M,1009.8,m,NC,NC
12/10/2021,2:55,38,79,33,3,240,m,M,m,m,10,976.9,M,1010.2,m,NC,NC
12/10/2021,3:15,37,82,32,0,0,m,M,m,m,10,977.6,M,1010.8,m,NC,NC
12/10/2021,3:35,36,85,32,0,0,m,M,m,m,10,977.9,M,1011.2,m,NC,NC
12/10/2021,3:55,34,90,31,0,0,m,M,m,m,10,977.9,M,1011.2,m,NC,NC
12/10/2021,4:15,35,89,32,0,0,m,M,m,m,10,977.9,M,1011.2,m,NC,NC
12/10/2021,4:35,35,89,32,0,0,m,M,m,m,10,977.9,M,1011.2,m,NC,NC
12/10/2021,4:55,35,90,32,0,0,m,M,m,m,10,978.2,M,1011.5,m,NC,NC
12/10/2021,5:15,35,89,32,0,0,m,M,m,m,10,978.2,M,1011.5,m,NC,NC
12/10/2021,5:35,35,91,32,0,0,m,M,m,m,10,978.6,M,1011.9,m,NC,NC
12/10/2021,5:55,35,91,33,0,0,m,M,m,m,10,978.9,M,1012.2,m,NC,NC
12/10/2021,6:15,35,91,32,0,0,m,M,m,m,10,978.9,M,1012.2,m,NC,NC
12/10/2021,6:35,35,91,33,0,0,m,M,m,m,10,979.6,M,1012.9,m,NC,NC
12/10/2021,6:55,33,95,31,0,0,m,M,m,m,7,979.6,M,1012.9,m,NC,NC
12/10/2021,7:15,33,95,32,0,0,m,M,m,m,7,979.9,M,1013.2,m,NC,NC
12/10/2021,7:35,33,95,32,0,0,m,M,m,m,7,980.2,M,1013.5,m,NC,NC
12/10/2021,7:55,33,95,32,0,0,m,M,m,m,7,980.2,M,1013.5,m,NC,NC
12/10/2021,8:15,34,94,32,6,180,m,M,m,m,7,980.2,M,1013.5,m,29,NC
12/10/2021,8:35,35,91,33,3,180,m,M,m,m,7,980.2,M,1013.5,m,NC,NC
12/10/2021,8:55,35,94,33,0,0,m,M,m,m,5,980.5,M,1013.9,m,NC,NC
12/10/2021,9:15,36,90,34,0,0,m,M,m,m,7,981.2,M,1014.6,m,NC,NC
12/10/2021,9:35,38,88,35,0,0,m,M,m,m,7,981.2,M,1014.6,m,NC,NC
12/10/2021,9:55,40,84,35,0,0,m,M,m,m,7,981.2,M,1014.6,m,NC,NC
12/10/2021,10:15,40,83,35,0,0,m,M,m,m,10,981.2,M,1014.6,m,NC,NC
12/10/2021,10:35,40,84,35,0,0,m,M,m,m,10,981.2,M,1014.6,m,NC,NC
12/10/2021,10:55,40,82,35,3,350,m,M,m,m,7,981.2,M,1014.6,m,NC,NC
12/10/2021,11:15,40,82,35,0,0,m,M,m,m,10,980.9,M,1014.2,m,NC,NC
12/10/2021,11:35,40,82,35,0,0,m,M,m,m,10,980.2,M,1013.5,m,NC,NC
12/10/2021,11:55,41,80,36,0,0,m,M,m,m,10,980.5,M,1013.9,m,NC,NC
12/10/2021,12:15,42,77,36,0,0,m,M,m,m,10,980.5,M,1013.9,m,NC,NC
12/10/2021,12:35,43,77,36,5,30,m,M,m,m,10,980.2,M,1013.5,m,40,NC
12/10/2021,12:55,43,77,36,7,30,m,M,m,m,10,979.9,M,1013.2,m,39,NC
12/10/2021,13:15,43,76,36,7,40,m,M,m,m,10,979.6,M,1012.9,m,39,NC
12/10/2021,13:35,44,75,37,5,50,m,M,m,m,10,979.6,M,1012.9,m,41,NC
12/10/2021,13:55,44,76,37,7,70,m,M,m,m,10,978.9,M,1012.2,m,40,NC
12/10/2021,14:15,44,75,36,7,70,m,M,m,m,10,978.6,M,1011.9,m,40,NC
12/10/2021,14:35,44,76,37,9,60,m,M,m,m,10,978.2,M,1011.5,m,39,NC
12/10/2021,14:55,44,75,37,10,50,m,M,m,m,10,977.6,M,1010.8,m,39,NC
12/10/2021,15:15,44,74,37,8,50,m,M,m,m,10,978.2,M,1011.5,m,39,NC
12/10/2021,15:35,44,75,36,5,70,m,3200,m,m,10,978.2,M,1011.5,m,41,NC
12/10/2021,15:55,44,75,36,6,70,m,2300,3200,m,10,977.9,M,1011.2,m,41,NC
12/10/2021,16:15,43,77,36,6,50,m,2100,m,m,10,977.6,M,1010.8,m,39,NC
